timestamp,api_key,type,message,payload
2026-02-11 13:21:01.308616,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000020FC92E9760>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 13:21:55.336073,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000020FCC78CF50>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 13:24:12.593620,string,string,string,{}
2026-02-11 19:25:10.833794,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:11.732270,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:11.874061,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:11.949390,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.086884,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.284670,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.491275,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.636418,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.700142,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:12.890682,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:21.876737,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:22.221934,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:22.423411,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:22.624343,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:22.775420,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:25:22.839781,demo-client-key-123,HTTP_EXCEPTION,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=2)",None
2026-02-11 19:25:30.056123,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:30.199041,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:37.359766,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:44.537317,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:51.712473,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:25:58.934661,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:06.112079,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:13.264928,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:20.374499,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:27.601463,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:34.795777,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:41.878528,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:49.063157,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:26:56.169354,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:03.360673,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:12.471560,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:12.613520,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:12.755557,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:12.961109,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:13.123542,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:13.200433,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:13.331745,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:27:20.482133,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:20.699811,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:27.912634,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:35.037340,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:42.270557,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:49.460164,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:27:56.553848,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:03.696557,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:10.772359,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:17.997235,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:25.690079,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:32.845874,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:39.931256,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:47.126119,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:28:54.245005,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:01.411673,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:08.503861,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:15.669779,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:22.811034,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:30.024465,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:37.093868,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:44.219312,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:51.304311,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:29:58.476856,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:05.680215,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:12.898089,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:20.111436,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:27.277097,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:34.683552,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:41.896116,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:49.004049,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:30:56.208977,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:03.307535,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:10.463593,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:17.706675,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:24.884394,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:32.310989,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:39.401078,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:46.599261,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:31:53.795766,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:00.972202,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:08.215329,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:15.320701,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:22.551116,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:29.704174,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:36.768017,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:44.035419,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:51.208343,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:32:58.415763,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:05.514495,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:12.718136,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:19.881012,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:27.060876,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:34.415202,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:41.619764,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:48.763815,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:33:55.840863,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:34:03.006928,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:34:10.267425,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:34:17.350519,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:34:56.982706,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000020DEA956000>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:34:57.307540,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000020DEA956000>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:34:57.370702,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:34:57.575981,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:34:57.728876,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:34:57.867746,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:35:05.052408,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:05.115172,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:12.344541,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:19.527910,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:26.669451,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:33.876982,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:41.044660,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:48.171887,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:35:55.257994,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:02.451009,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:09.633562,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:16.716167,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:23.816719,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:30.981780,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:38.100075,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:45.190912,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:52.387984,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:36:59.545424,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:06.624393,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:13.794195,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:20.951569,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:28.126732,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:35.293925,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:42.483931,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:49.657066,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:37:56.766909,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:38:03.983950,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:38:11.155013,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:38:18.333407,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:38:25.505644,demo-client-key-123,HTTP_CALL,,None
2026-02-11 19:44:30.091116,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:30.297182,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:30.472325,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:30.602185,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:39.882842,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:40.035573,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:40.190936,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:40.334557,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:40.542313,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0D6DE0>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:44:40.748578,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0D6DE0>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:44:40.909072,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:41.051745,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:41.260369,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:44:41.418970,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:45:40.685464,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0D4DA0>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:45:40.859989,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0D4DA0>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:45:41.113256,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:45:41.320320,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:45:41.464327,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:45:41.639796,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:10.903207,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:11.063248,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:11.172747,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:11.380490,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:20.554246,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:20.751344,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:20.904483,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:21.092999,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:21.267365,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:21.324797,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:30.479821,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:30.691417,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:44.888207,demo-client-key-123,PERFORMANCE,,None
2026-02-11 19:46:45.033340,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:45.165367,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:45.335139,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:45.481453,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:54.746530,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:54.814462,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:54.877833,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:54.937088,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.010065,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.073862,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.177588,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.241201,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.429267,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.574297,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.685061,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.782804,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.890383,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:46:55.981928,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:47:05.137186,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0FCB30>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:47:05.202885,demo-client-key-123,HTTP_EXCEPTION,"HTTPSConnectionPool(host='fake-payment-gateway-xyz.com', port=443): Max retries exceeded with url: /pay (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000014AEB0FCB30>: Failed to resolve 'fake-payment-gateway-xyz.com' ([Errno 11001] getaddrinfo failed)""))",None
2026-02-11 19:47:05.346680,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:47:05.652813,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:47:05.852482,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:47:06.061688,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:10.429329,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:10.651464,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:10.778864,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:10.938095,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.124626,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.191891,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.259891,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.398028,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.461185,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.705561,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.792608,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:20.908807,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.049103,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.115853,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.181081,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.380796,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.617270,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.760503,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:21.932998,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:22.140698,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:22.249845,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:22.545459,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:22.695126,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:22.900194,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:23.165186,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:23.574067,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:24.150190,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:24.329875,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:24.538251,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.007804,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.210655,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.390241,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.561328,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.823631,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:25.907554,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:26.235102,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:26.377440,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:26.543066,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:26.742570,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:26.891591,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.060807,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.302416,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.566962,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.767025,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.865856,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:27.976721,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:28.111822,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:28.385748,demo-client-key-123,INCOMING_REQUEST,,None
2026-02-11 19:52:33.182216,demo-client-key-123,HTTP_EXCEPTION,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=2)",None
